"Electromagnetics, Wireless, Radar, and Microwaves","Electromagn. Wirel. Radar Microw."
"Electronic & Electrical Engineering Research Studies: Electromagnetic Applications Series","Electron. Electric. Engrg. Res. Stud. Electromagnet. Appl. Ser."
"Electronic Communications in Probability","Electron. Commun. Probab."
"Electronic Journal of Applied Statistical Analysis","Electron. J. Appl. Stat. Anal."
"Electronic Journal of Boundary Elements","Electron. J. Bound. Elem."
"Electronic Journal of Combinatorics","Electron. J. Combin."
"Electronic Journal of Differential Equations","Electron. J. Differential Equations"
"Electronic Journal of Differential Equations Conference","Electron. J. Differ. Equ. Conf."
"Electronic Journal of Graph Theory and Applications. EJGTA","Electron. J. Graph Theory Appl. (EJGTA)"
"Electronic Journal of Linear Algebra","Electron. J. Linear Algebra"
"Electronic Journal of Mathematical Analysis and Applications. EJMAA","Electron. J. Math. Anal. Appl."
"Electronic Journal of Probability","Electron. J. Probab."
"Electronic Journal of Qualitative Theory of Differential Equations","Electron. J. Qual. Theory Differ. Equ."
"Electronic Journal of Statistics","Electron. J. Stat."
"Electronic Notes in Discrete Mathematics","Electron. Notes Discrete Math."
"Electronic Notes in Theoretical Computer Science","Electron. Notes Theor. Comput. Sci."
"Electronic Proceedings in Theoretical Computer Science (EPTCS)","Electron. Proc. Theor. Comput. Sci. (EPTCS)"
"Electronic Research Announcements in Mathematical Sciences","Electron. Res. Announc. Math. Sci."
"Electronic Research Archive","Electron. Res. Arch."
"Electronic Transactions on Numerical Analysis","Electron. Trans. Numer. Anal."
"Electronic Workshops in Computing","Electron. Workshops Comput."
"Electronic, Magnetic and Photonic Materials Division (EMPMD) Monograph Series","Electron. Magn. Photonic Mater. Div. (EMPMD) Monogr. Ser."
"Electronics Texts for Engineers and Scientists","Electron. Texts Engrs. Sci."
"Elemente der Mathematik","Elem. Math."
"Elements in Applied Category Theory","Elem. Appl. Categ. Theory"
"Elements in Non-local Data Interactions: Foundations and Applications","Elem. Non-local Data Interact.: Found. Appl."
"Elements in the Philosophy of Mathematics","Elem. Philos. Math."
"Ellis Horwood Series in Physics and its Applications","Ellis Horwood Ser. Phys. Appl."
"Elsevier Oceanography Series","Elsevier Oceanogr. Ser."
"Emergence, Complexity and Computation","Emerg. Complex. Comput."
"Emerging Methodologies and Applications in Modelling, Identification and Control","Emerg. Methodol. Appl. Model. Identif. Control"
"Emerging Topics in Statistics and Biostatistics","Emerg. Top. Stat. Biostat."
"Emerging Trends in Mechatronics","Emerg. Trends Mechatron."
"Encyclopaedia of Mathematical Sciences","Encyclopaedia Math. Sci."
"Encyclopedia of Complexity and Systems Science","Encycl. Complex. Syst. Sci."
"Encyclopedia of Mathematics and its Applications","Encyclopedia Math. Appl."
"Energy Systems","Energy Syst."
"Energy Systems in Electrical Engineering","Energy Syst. Electr. Eng."
"Engineering Analysis with Boundary Elements","Eng. Anal. Bound. Elem."
"Engineering Applications of Computational Methods","Eng. Appl. Comput. Methods"
"Engineering Materials","Eng. Mater."
"Engineering Materials and Processes","Eng. Mater. Process."
"Engineering Optimization","Eng. Optim."
"Engineering Systems and Sustainability Series","Eng. Syst. Sustain. Ser."
"Enke Reihe zur AO[A]","Enke Reihe AO[A]"
"Ensaios Matematicos","Ensaios Mat."
"Enseignement Assiste par Ordinateur","Enseign. Assiste Ordinateur"
"Enseignement SUP-Maths","Enseign. SUP-Maths"
"Enseignement des Mathematiques","Enseign. Math."
"Entropy Production in Everyday Live","Entropy Prod. Everyday Live"
"Entropy. An International and Interdisciplinary Journal of Entropy and Information Studies","Entropy"
"Enumerative Combinatorics and Applications","Enumer. Comb. Appl."
"Environmental Monographs & Symposia","Environmental Monogr. Sympos."
"Environmental and Ecological Statistics","Environ. Ecol. Stat."
"Epijournal de Geometrie Algebrique. EPIGA","Epijournal Geom. Algebrique"
"Ergebnisse der Mathematik und ihrer Grenzgebiete. 3. Folge. A Series of Modern Surveys in Mathematics","Ergeb. Math. Grenzgeb. (3)"
"Ergodic Theory and Dynamical Systems","Ergodic Theory Dynam. Systems"
"Erkenntnis. An International Journal of Analytic Philosophy","Erkenntnis"
"Erkenntnis. An International Journal of Scientific Philosophy","Erkenntnis"
"Esercitazioni di Matematica","Esercit. Mat."
"Esquisses Mathematiques","Esquisses Math."
"Essays in Cognitive Psychology","Essays Cogn. Psych."
"Essential Number Theory","Essent. Number Theory"
"Essential Textbooks in Mathematics","Essent. Textb. Math."
"Estadistica. Revista Semestral del Instituto Interamericano de Estadistica","Estadistica"
"Eurasian Mathematical Journal","Eurasian Math. J."
"Eurocourses. Computer and Information Science","Eurocourses Comput. Inform. Sci."
"Europaea Memoria. Reihe I. Studien","Eur. Mem. Reihe I Stud."
"European Actuarial Academy (EAA) Series","EAA Ser."
"European Actuarial Journal","Eur. Actuar. J."
"European Consortium for Mathematics in Industry (Berlin)","Eur. Consort. Math. Ind. (Berl.)"
"European Journal for Philosophy of Science","Eur. J. Philos. Sci."
"European Journal of Applied Mathematics","European J. Appl. Math."
"European Journal of Combinatorics","European J. Combin."
"European Journal of Computational Mechanics","Eur. J. Comput. Mech."
"European Journal of Control","Eur. J. Control"
"European Journal of Mathematics","Eur. J. Math."
"European Journal of Mechanics. A. Solids","Eur. J. Mech. A Solids"
"European Journal of Mechanics. B. Fluids","Eur. J. Mech. B Fluids"
"European Journal of Operational Research","Eur. J. Oper. Res."
"European Journal of Operational Research","European J. Oper. Res."
"European Journal of Pure and Applied Mathematics","Eur. J. Pure Appl. Math."
"European Mathematical Society Magazine","Eur. Math. Soc. Mag."
"European Mathematical Society. Newsletter","Eur. Math. Soc. Newsl."
"European Studies in Philosophy of Science","Eur. Stud. Philos. Sci."
"European University Institute. Series D: Economics","European Univ. Inst. Ser. D: Econom."
"Evolution Equations and Control Theory","Evol. Equ. Control Theory"
"Evolutionary Economics and Social Complexity Science","Evol. Econ. Soc. Complex. Sci."
"Examples and Counterexamples","Ex. Countex."
"Excursions in Recreational Mathematics Series","Excursions Rec. Math. Ser."
"Experimental Mathematics","Exp. Math."
"Explicit Description of Language and Automatic Processing of Text","Explicit Description Language Automat. Process. Text"
"Exploration: Cours et Contributions pour les Sciences de l'Education","Explor.: Cours Contrib. Sci. Ed."
"Exploring Complexity","Explor. Complex."
"Expositiones Mathematicae","Expo. Math."
"Extracta Mathematicae","Extracta Math."
"Extremes. Statistical Theory and Applications in Science, Engineering and Economics","Extremes"
"Exxon Monographs","Exxon Monogr."
"FIAS Interdisciplinary Science Series","FIAS Interdiscip. Sci. Ser."
"Fachberichte Simulation","Fachber. Simul."
"Fachbuchreihe fur Studium Fortbildung Praxis","Fachbuchreihe Stud. Fortbild. Prax."
"Facta Universitatis. Series Automatic Control and Robotics","Facta Univ. Ser. Autom. Control Robot."
"Facta Universitatis. Series: Mathematics and Informatics","Facta Univ. Ser. Math. Inform."
"Fen Dergisi. Journal of Science","Fen Derg."
"Fenetre sur Cours","Fenetre Cours"
"Fields Institute Communications","Fields Inst. Commun."
"Fields Institute Monographs","Fields Inst. Monogr."
"Filosofia---Filosofia Contemporanea e Historia da Filosofia (London)","Filosofia (London)"
"Finance and Stochastics","Finance Stoch."
"Financial Engineering Explained","Financ. Eng. Explain."
"Financial Mathematics","Financ. Math."
"Financial Mathematics and Applications","Financ. Math. Appl."
"Financial Mathematics and Fintech","Financ. Math. Fintech"
"Finite Elements in Analysis and Design","Finite Elem. Anal. Des."
"Finite Fields and their Applications","Finite Fields Appl."
"Fixed Point Theory and Algorithms for Sciences and Engineering","Fixed Point Theory Algorithms Sci. Eng."
"Fixed Point Theory and Applications","Fixed Point Theory Appl."
"Fixed Point Theory. An International Journal on Fixed Point Theory, Computation and Applications","Fixed Point Theory"
"Fizika Plazmy","Fiz. Plazmy"
"Fiziko-Matematicheskoe Nasledie","Fiz.-Mat. Nasled."
"Fluid Dynamics","Fluid Dyn."
"Fluid Dynamics Research. An International Journal","Fluid Dyn. Res."
"Fluid Mechanics and its Applications","Fluid Mech. Appl."
"FoLLI Publications on Logic, Language and Information","FoLLI Publ. Log. Lang. Inf."
"Focus Series in Digital Signal and Image Processing","Focus Ser. Digit. Signal Image Process."
"Focus Series in Finance, Business and Management","Focus Ser. Finance Bus. Manag."
"Focus. Automation and Control Series","Focus Autom. Control Ser."
"Folia Mathematica","Folia Math."
"Fondation Louis de Broglie. Annales","Ann. Fond. Louis de Broglie"
"Fondazione CIME/CIME Foundation Subseries","Fond. CIME/CIME Found. Subser."
"Formal Aspects of Computing","Form. Asp. Comput."
"Forschungen des Instituts fur Realienkunde des Mittelalters und der Fruhen Neuzeit. Diskussionen und Materialien","Forsch. Inst. Realienkd. Mittelalt. Fruhen Neuzeit Diskuss. Mater."
"Forschungen und Materialien zur Deutschen Aufklarung (FMDA). Abteilung II: Monographien","FMDA Abt. II: Monogr."
"Fortschritte der Physik. Progress of Physics","Fortschr. Phys."
"Forum Geometricorum. A Journal on Classical Euclidean Geometry and Related Areas","Forum Geom."
"Forum Mathematicum","Forum Math."
"Forum for Interdisciplinary Mathematics","Forum Interdiscip. Math."
"Forum of Mathematics. Pi","Forum Math. Pi"
"Forum of Mathematics. Sigma","Forum Math. Sigma"
"Foundational Questions in Science","Found. Quest. Sci."
"Foundations and Trends${}^\\circledR$ in Signal Processing","Found. Trends Signal Process."
"Foundations and Trends${}^\\circledR$ in Theoretical Computer Science","Found. Trends Theor. Comput. Sci."
"Foundations and Trends${}^circledR$ in Signal Processing","Found. Trends Signal Process."
"Foundations and Trends${}^circledR$ in Theoretical Computer Science","Found. Trends Theor. Comput. Sci."
"Foundations for Undergraduate Research in Mathematics","Found. Undergrad. Res. Math."
"Foundations in Signal Processing, Communications and Networking","Found. Signal. Process. Commun. Netw."
"Foundations of Computational Mathematics. The Journal of the Society for the Foundations of Computational Mathematics","Found. Comput. Math."
"Foundations of Data Science","Found. Data Sci."
"Foundations of Engineering Mechanics","Found. Eng. Mech."
"Foundations of Physics. An International Journal Devoted to the Conceptual Bases and Fundamental Theories of Modern Physics","Found. Phys."
"Foundations of Science","Found. Sci."
"Foundations of Science. The Official Journal of the Association for Foundations of Science, Language and Cognition","Found. Sci."
"Fractals and Dynamics in Mathematics, Science, and the Arts: Theory and Applications","Fractals Dyn. Math. Sci. Arts Theory Appl."
"Fractals. Complex Geometry, Patterns, and Scaling in Nature and Society","Fractals"
"Fractional Calculus and Applied Analysis","Fract. Calc. Appl. Anal."
"Fractional Calculus and Applied Analysis. An International Journal for Theory and Applications","Fract. Calc. Appl. Anal."
"Fractional Calculus in Applied Sciences and Engineering","Fract. Calc. Appl. Sci. Eng."
"Fractional Differential Calculus","Fract. Differ. Calc."
"Frontier Research in Computation and Mechanics of Materials and Biology","Front. Res. Comput. Mech. Mater. Biol."
"Frontiers in Applied Dynamical Systems: Reviews and Tutorials","Front. Appl. Dyn. Syst. Rev. Tutor."
"Frontiers in Artificial Intelligence and Applications","Frontiers Artificial Intelligence Appl."
"Frontiers in Elliptic and Parabolic Problems","Front. Elliptic Parabol. Probl."
"Frontiers in Mathematics","Front. Math."
"Frontiers in Probability and the Statistical Sciences","Front. Probab. Stat. Sci."
"Frontiers in Statistical Quality Control","Front. Stat. Qual. Control"
"Frontiers in the History of Science","Front. Hist. Sci."
"Frontiers of Biomechanics","Front. Biomech."
"Frontiers of Mathematical Finance","Front. Math. Finance"
"Frontiers of Mathematics","Front. Math."
"Frontiers of Mathematics in China","Front. Math. China"
"Frontiers of Operational Research and Applied Systems Analysis","Frontiers Oper. Res. Appl. Systems Anal."
"Fudan University. Journal. Natural Science. Fudan Xuebao. Ziran Kexue Ban","J. Fudan Univ. Nat. Sci."
"Fukuoka University Science Reports","Fukuoka Univ. Sci. Rep."
"Full Circle","Full Circ."
"Functional Analysis and its Applications","Funct. Anal. Appl."
"Functional Analysis, Approximation and Computation","Funct. Anal. Approx. Comput."
"Functional Differential Equations","Funct. Differ. Equ."
"Fundamenta Informaticae","Fund. Inform."
"Fundamenta Mathematicae","Fund. Math."
"Fundamental Studies in Computer Science","Fund. Stud. Comput. Sci."
"Fundamental Theories of Physics","Fundam. Theor. Phys."
"Fundamental and Applied Nuclear Physics Series","Fundam. Appl. Nucl. Phys. Ser."
"Fundamentalnaya i Prikladnaya Matematika","Fundam. Prikl. Mat."
"Fundamentals of Algorithms","Fundam. Algorithms"
"Funkcialaj Ekvacioj. Serio Internacia","Funkcial. Ekvac."
"Funktsionalnyi Analiz i ego Prilozheniya","Funktsional. Anal. i Prilozhen."
"Future of Business and Finance","Future Bus. Finance"
"Fuzzy Information and Engineering","Fuzzy Inf. Eng."
"Fuzzy Management Methods","Fuzzy Manag. Methods"
"Fuzzy Optimization and Decision Making. A Journal of Modeling and Computation Under Uncertainty","Fuzzy Optim. Decis. Mak."
"Fuzzy Sets and Systems. An International Journal in Information Science and Engineering","Fuzzy Sets and Systems"
"GAKUTO International Series. Mathematical Sciences and Applications","GAKUTO Internat. Ser. Math. Sci. Appl."
"GAMM-Mitteilungen","GAMM-Mitt."
"GEM. International Journal on Geomathematics","GEM Int. J. Geomath."
"Game Theory and Applications","Game Theory Appl."
"Games and Economic Behavior","Games Econom. Behav."
"Ganit. Journal of Bangladesh Mathematical Society","Ganit"
"Ganita Bharati. Bulletin of the Indian Society for History of Mathematics","Ganita Bharati"
"Ganita. A Journal devoted to Mathematical Sciences","Ganita"
"Gazette des Mathematiciens","Gaz. Math."
"Gazodinamika i Teploobmen","Gazodinam. i Teploobmen"
"General Relativity and Gravitation","Gen. Relativity Gravitation"
"Genetic and Evolutionary Computation Series","Genet. Evol. Comput. Ser."
"GeoPlanet: Earth and Planetary Sciences","GeoPlanet Earth Planet. Sci."
"Geometriae Dedicata","Geom. Dedicata"
"Geometric Flows","Geom. Flows"
"Geometric and Functional Analysis","Geom. Funct. Anal."
"Geometry & Topology","Geom. Topol."
"Geometry & Topology Monographs","Geom. Topol. Monogr."
"Geometry and Computing","Geom. Comput."
"Geometry, Imaging and Computing","Geom. Imaging Comput."
"Geophysical Monograph","Geophys. Monogr."
"Geophysical and Astrophysical Fluid Dynamics","Geophys. Astrophys. Fluid Dyn."
"Georgian Mathematical Journal","Georgian Math. J."
"Geosystems Mathematics","Geosyst. Math."
"Glasgow Mathematical Journal","Glasg. Math. J."
"Glasnik Matematicki. Serija III","Glas. Mat. Ser. III"
"Global Issues in Water Policy","Glob. Issues Water Policy"
"Global Journal of Advanced Research on Classical and Modern Geometries","Glob. J. Adv. Res. Class. Mod. Geom."
"Godishen Zbornik na Institutot za Matematika. Prirodno-Matematichki. Fakultet Universitet ``Sv. Kiril i Metodij''. Skopje. Annuaire de l'Institut des Mathematiques. Faculte des Sciences de l'Universite ``Sts. Kiril et Metodij''. Skopje","God. Zb. Inst. Mat. Prir.-Mat. Fak. Univ. Kiril Metodij Skopje"
"Godishnik na Sofiiskiya Universitet ``Sv. Kliment Okhridski''. Fakultet po Matematika i Informatika. Annual of Sofia University ``St. Kliment Ohridski. Faculty of Mathematics and Informatics""","God. Sofii. Univ. ``Sv. Kliment Okhridski. Fac. Mat. Inform."""
"Gongcheng Shuxue Xuebao. Chinese Journal of Engineering Mathematics","Gongcheng Shuxue Xuebao"
"Gorman Lectures in Economics","Gorman Lect. Econ."
"Graduate Studies in Mathematics","Grad. Stud. Math."
"Graduate Texts in Mathematics","Grad. Texts in Math."
"Graduate Texts in Operations Research","Grad. Texts Oper. Res."
"Graduate Texts in Physics","Grad. Texts Phys."
"Graphical Models","Graph. Models"
"Graphics Gems Series","Graph. Gems Ser."
"Graphs and Combinatorics","Graphs Combin."
"Gravitation and Cosmology","Gravit. Cosmol."
"Grazer Mathematische Berichte","Grazer Math. Ber."
"Green Energy and Technology","Green Energy Technol."
"Grenoble Sciences","Grenoble Sci."
"Griffin's Statistical Monograph Series","Griffin's Statist. Monogr. Ser."
"Groups, Geometry, and Dynamics","Groups Geom. Dyn."
"Groups. Complexity. Cryptology","Groups Complex. Cryptol."
"Grundkurs Mathematik","Grundkurs Math."
"Grundkurs Physik","Grundkurs Phys."
"Grundlagen der Mathematik und Informatik","Grundlagen Math. Inform."
"Grundlehren Text Editions","Grundlehren Text Ed."
"Grundlehren der Mathematischen Wissenschaften","Grundlehren Math. Wiss."
"Grundlehren der mathematischen Wissenschaften","Grundlehren Math. Wiss."
"Gulf Journal of Mathematics","Gulf J. Math."
"HBA Lecture Notes in Mathematics","HBA Lect. Notes Math."
"Hacettepe Journal of Mathematics and Statistics","Hacet. J. Math. Stat."
"Handbook of Graph Grammars and Computing by Graph Transformation","Handb. Graph Gramm. Comput. Graph Transform."
"Handbook of International Documentation and Information","Handbook Internat. Doc. Info."
"Handbook of Numerical Analysis","Handb. Numer. Anal."
"Handbook of Philosophical Logic","Handb. Philos. Log."
"Handbook of Statistics","Handbook of Statist."
"Handbook of the History of Logic","Handb. Hist. Log."
"Handbook of the Philosophy of Science","Handb. Philos. Sci."
"Handbooks in Economics","Handbooks in Econom."
"Handbuch der Physik","Handbuch Phys."
"Hardy-Ramanujan Journal","Hardy-Ramanujan J."
"Harvard University Center of Mathematical Sciences and Applications (CMSA) Series in Mathematics","Harv. Univ. Cent. Math. Sci. Appl. Ser. Math."
"Health Information Science","Health Inf. Sci."
"Heat Transfer: Soviet Reviews","Heat Transfer: Soviet Rev."
"Heat and Mass Transfer","Heat Mass Transf."
"Heritage of European Mathematics","Herit. Eur. Math."
"Higher Structures","High. Struct."
"Hildesheimer Informatik-Bericht","Hildesheimer Inform.-Ber."
"Hindu Astronomical and Mathematical Text Series","Hindu Astronom. Math. Text Ser."
"Hiroshima Mathematical Journal","Hiroshima Math. J."
"Histoire des Sciences","Hist. Sci."
"Histoire des Sciences (Paris)","Hist. Sci. (Paris)"
"Histoire et Philosophie des Sciences (Paris)","Hist. Philos. Sci. (Paris)"
"Histoires de Geometries","Hist. Geom."
"Histoires des Institutions Scientifiques","Hist. Inst. Sci."
"Historia Mathematica","Historia Math."
"Historical & Cultural Astronomy","Hist. Cult. Astron."
"History and Philosophy of Logic","Hist. Philos. Logic"
"History and Philosophy of Science---Heresy, Crossroads, and Intersections","Hist. Philos. Sci."
"History of Analytic Philosophy","Hist. Anal. Philos."
"History of Chemistry","Hist. Chem."
"History of Computing","Hist. Comput."
"History of Mathematics","Hist. Math."
"History of Mathematics Education","Hist. Math. Educ."
"History of Mathematics Subseries","Hist. Math. Subser."
"History of Mechanism and Machine Science","Hist. Mech. Mach. Sci."
"History of Physics","Hist. Phys."
"History of Science","Hist. Sci."
"History of Science and Technology Reprint Series","Hist. Sci. Tech. Reprint Ser."
"History of Science and Technology in China","Hist. Sci. Tech. China"
"Hochschuldidaktische Materialien","Hochschuldidakt. Material."
"Hokkaido Mathematical Journal","Hokkaido Math. J."
"Homology, Homotopy and Applications","Homology Homotopy Appl."
"Honam Mathematical Journal","Honam Math. J."
"Houston Journal of Mathematics","Houston J. Math."
"Human Communication Research Series","Human Comm. Res. Ser."
"Human Perspectives in Health Sciences and Technology","Hum. Perspect. Health Sci. Tech."
"Human-Computer Interaction Series","Hum.-Comput. Interact. Ser."
"I Blu---Pagine di Scienza","Blu Pagine Sci."
"IAENG International Journal of Applied Mathematics","IAENG Int. J. Appl. Math."
"IAS/PCMI---The Teacher Program Series","IAS/PCMI Teach. Program Ser."
"IAS/Park City Mathematical Subseries","IAS/Park City Math. Subser."
"IAS/Park City Mathematics Series","IAS/Park City Math. Ser."
"IAU Symposium","IAU Symp."
"ICCM Notices. Notices of the International Congress of Chinese Mathematicians","ICCM Not."
"ICIAM 2019 SEMA SIMAI Springer Series","ICIAM 2019 SEMA SIMAI Springer Ser."
"ICM Series","ICM Ser."
"ICME-13 Monographs","ICME-13 Monogr."
"ICP Selected Papers","ICP Sel. Pap."
"ICSA Book Series in Statistics","ICSA Book Ser. Stat."
"IDM Materialien und Studien","IDM Materialien Studien"
"IEE History of Technology Series","IEE Hist. Tech. Ser."
"IEEE Control Systems","IEEE Control Syst."
"IEEE Control Systems Letters","IEEE Control Syst. Lett."
"IEEE Press Series on Computational Intelligence","IEEE Press Ser. Comput. Intell."
"IEEE Press Series on Power Engineering","IEEE Press Ser. Power Eng."
"IEEE Press Series on RF and Microwave Technology","IEEE Press Ser. RF Microw. Technol."
"IEEE Press Understanding Science & Technology Series","IEEE Press Underst. Sci. Technol. Ser."
"IEEE Transactions on Circuits and Systems. I. Regular Papers","IEEE Trans. Circuits Syst. I. Regul. Pap."
"IEEE Transactions on Computational Imaging","IEEE Trans. Comput. Imaging"
"IEEE Transactions on Control of Network Systems","IEEE Trans. Control Netw. Syst."
"IEEE Transactions on Image Processing","IEEE Trans. Image Process."
"IEEE Transactions on Network Science and Engineering","IEEE Trans. Network Sci. Eng."
"IEEE Transactions on Neural Networks and Learning Systems","IEEE Trans. Neural Netw. Learn. Syst."
"IEEE Transactions on Signal Processing","IEEE Trans. Signal Process."
"IEEE Transactions on Signal and Information Processing over Networks","IEEE Trans. Signal Inform. Process. Netw."
"IEEE/CAA Journal of Automatica Sinica","IEEE/CAA J. Autom. Sin."
"IET Control Engineering Series","IET Control Eng. Ser."
"IET Control Theory & Applications","IET Control Theory Appl."
"IET Power and Energy Series","IET Power Energy Ser."
"IFAC Journal of Systems and Control","IFAC J. Syst. Control"
"IFAC Workshop Series","IFAC Workshop Ser."
"IFIP Advances in Information and Communication Technology","IFIP Adv. Inf. Commun. Technol."
"IFIP Congress Series","IFIP Congress Ser."
"IFIP Transactions","IFIP Trans."
"IFIP Transactions C: Communication Systems","IFIP Trans. C Comm. Systems"
"IFSR International Series in Systems Science and Systems Engineering","IFSR Int. Ser. Syst. Sci. Syst. Eng."
"IFSR International Series on Systems Science and Engineering","IFSR Internat. Ser. Systems Sci. Engrg."
"IIASA Proceedings Series","IIASA Proc. Ser."
"IISc Lecture Notes Series","IISc Lect. Notes Ser."
"IMA Journal of Applied Mathematics","IMA J. Appl. Math."
"IMA Journal of Management Mathematics","IMA J. Manag. Math."
"IMA Journal of Mathematical Control and Information","IMA J. Math. Control Inform."
"IMA Journal of Numerical Analysis","IMA J. Numer. Anal."
"IMHOTEP. Journal Africain de Mathematiques Pures et Appliquees. African Journal of Pure and Applied Mathematics","IMHOTEP J. Afr. Math. Pures Appl."
"IMPA Monographs","IMPA Monogr."
"IMPAN Lecture Notes","IMPAN Lect. Notes"
"IMSc Lecture Notes in Mathematics","IMSc Lect. Notes Math."
"INFOR. Information Systems and Operational Research","INFOR Inf. Syst. Oper. Res."
"INFORMS Journal on Computing","INFORMS J. Comput."
"INFORMS Journal on Optimization","INFORMS J. Optim."
"IOP Concise Physics","IOP Concise Phys."
"IOP Expanding Physics","IOP Expand. Phys."
"IOP Short Meetings Series","IOP Short Meet. Ser."
"IPOL Journal. Image Processing Online","IPOL J. Image Process. Online"
"IRMA Lectures in Mathematics and Theoretical Physics","IRMA Lect. Math. Theor. Phys."
"IUCr Monographs on Crystallography","IUCr Monogr. Crystallogr."
"IUCr Texts on Crystallography","IUCr Texts Crystallogr."
"IUTAM Bookseries","IUTAM Bookser."
"Ifo Beitrage zur Quantitativen Wirtschaftsforschung","Ifo Beitr. Quant. Wirtschaftsforsch."
"Il Filarete: Pubblicazioni della Facolta di Lettere e Filosofia dell'Universita degli Studi di Milano","Il Filarete"
"Illinois Journal of Mathematics","Illinois J. Math."
"Image Analysis & Stereology. Quantitative Methods and Applications","Image Anal. Stereol."
"Imhotep Mathematical Proceedings","Imhotep Math. Proc."
"Indian Academy of Sciences. Proceedings. Mathematical Sciences","Proc. Indian Acad. Sci. Math. Sci."
"Indian Journal of Discrete Mathematics","Indian J. Discrete Math."
"Indian Journal of History of Science","Indian J. Hist. Sci."
"Indian Journal of Mathematics","Indian J. Math."
"Indian Journal of Pure and Applied Mathematics","Indian J. Pure Appl. Math."
"Indian Statistical Institute Series","Indian Stat. Inst. Ser."
"Indiana University Mathematics Journal","Indiana Univ. Math. J."
"Industrial and Applied Mathematics","Ind. Appl. Math."
"Inf & Ing: Vorlesungen zum Informatik- und Ingenieurstudium","Inf & Ing Vorles. Inform. Ingenieurstud."
"Infinite Dimensional Analysis, Quantum Probability and Related Topics","Infin. Dimens. Anal. Quantum Probab. Relat. Top."
"Informatica. An International Journal of Computing and Informatics","Informatica (Ljubl.)"
"Information Bulletin","Inform. Bull."
"Information Fusion and Data Science","Inf. Fusion Data Sci."
"Information Geometry","Inf. Geom."
"Information Processing Letters","Inform. Process. Lett."
"Information Sciences. An International Journal","Inform. Sci."
"Information Security and Cryptography","Inf. Secur. Cryptography"
"Information and Computation","Inform. and Comput."
"Information and Inference. A Journal of the IMA","Inf. Inference"
"Informationstechnik und Datenverarbeitung","Informationstech. Datenverarb."
"Infosys Science Foundation Series","Infosys Sci. Found. Ser."
"Infosys Science Foundation Series in Mathematical Sciences","Infosys Sci. Found. Ser. Math. Sci."
"Innovations in Incidence Geometry. Algebraic, Topological and Combinatorial","Innov. Incidence Geom."
"Institut Mathematique. Publications. Nouvelle Serie","Publ. Inst. Math. (Beograd) (N.S.)"
"Institut fur Angewandte Wirtschaftsforschung Tubingen Schriftenreihe","Inst. Angew. Wirtschaftsforsch. Tubingen Schriftenreihe"
"Institute of Electrical and Electronics Engineers. Transactions on Antennas and Propagation","IEEE Trans. Antennas and Propagation"
"Institute of Electrical and Electronics Engineers. Transactions on Automatic Control","IEEE Trans. Automat. Control"
"Institute of Electrical and Electronics Engineers. Transactions on Computers","IEEE Trans. Comput."
"Institute of Electrical and Electronics Engineers. Transactions on Information Theory","IEEE Trans. Inform. Theory"
"Institute of Mathematical Sciences Lecture Notes","Inst. Math. Sci. Lect. Notes"
"Institute of Mathematical Statistics (IMS) Collections","Inst. Math. Stat. (IMS) Collect."
"Institute of Mathematical Statistics (IMS) Monographs","Inst. Math. Stat. Monogr."
"Institute of Mathematical Statistics Textbooks","IMS Textb."
"Institute of Mathematics & Computer Sciences. Journal. (Computer Science Series)","J. Inst. Math. Comput. Sci. Comput. Sci. Ser."
"Insurance: Mathematics & Economics","Insurance Math. Econom."
"Integers. Electronic Journal of Combinatorial Number Theory","Integers"
"Integral Equations and Operator Theory","Integral Equations Operator Theory"
"Integral Transforms and Special Functions. An International Journal","Integral Transforms Spec. Funct."
"Integrated Series in Information Systems","Integr. Ser. Inf. Syst."
"Intelligent Control and Learning Systems","Intell. Control Learn. Syst."
"Intelligent Robotics Autonomous Agents","Intel. Robotics Auton. Agent"
"Intelligent Robotics Autonomous Agents","Intel. Robotics Auton. Agents"
"Intelligent Systems Reference Library","Intell. Syst. Ref. Libr."
"Intelligent Systems, Control and Automation: Science and Engineering","Intell. Syst. Control Autom. Sci. Eng."
"Interaction of Mechanics and Mathematics","Interact. Mech. Math."
"Interdisciplinary Applied Mathematics","Interdiscip. Appl. Math."
"Interdisciplinary Information Sciences","Interdiscip. Inform. Sci."
"Interdisciplinary Mathematical Sciences","Interdiscip. Math. Sci."
"Interdisciplinary Studies in Economics and Management","Interdiscip. Stud. Econ. Manag."
"Interdisciplinary Studies on the Nature of Mathematics","Interdiscip. Stud. Nat. Math."
"Interdisciplinary Systems Research","Interdiscip. Systems Res."
"Interfaces and Free Boundaries. Mathematical Analysis, Computation and Applications","Interfaces Free Bound."
"International Applied Mechanics","Internat. Appl. Mech."
"International Association for Mathematical Geosciences. Studies in Mathematical Geosciences","Int. Assoc. Math. Geosci. Stud. Math. Geosci."
"International Economic Review","Internat. Econom. Rev."
"International Electronic Journal of Algebra","Int. Electron. J. Algebra"
"International Electronic Journal of Geometry","Int. Electron. J. Geom."
"International Electronic Journal of Pure and Applied Mathematics","Int. Electron. J. Pure Appl. Math."
"International Game Theory Review","Int. Game Theory Rev."
"International Geophysics Series","Internat. Geophys. Ser."
"International Handbooks on Information Systems","Int. Handb. Inf. Syst."
